id,English,Twi
id_udkzjcby7a,His best efforts were in the chicken industry.,Deɛ na ɔbɔ ne ho mmɔden pa ara wɔ mu yɛ akokɔnam ho adwuma.
id_cbxx00upry,"What's more, if for a reason or two, a symbol used by a person to communicate gets displaced, the goal of the communication will not be achieved.","Deɛ ɛka ho ne sɛ, sɛ obi de nsɛnkyerɛnne yi bi di dwuma na sɛ biribi nti nsɛnkyerɛnne no firi hɔ a, nkɔmmɔdie no nwie pɛyɛ."
id_ir1mlv0m73,The teachers management system was created by the University of Ghana's Software Engineering Student,Atikyafoɔ hwɛsofoɔ sistɛm no Ghana Software Engineering Suapɔn sukuuni na ɛyɛeɛ.
id_w1j3o31i2c,The increased tax on tobacco is one of the effective ways to reduce smoking.,Ɛtoɔ kɛseɛ a wɔde ato taaboko so no yɛ ɔkwan baako a wɔbɛtumi afa so ate tawanom bebrebe no so.
id_junwo7dgnl,"It is true that there is no available jobs, and some works are not easy too but, if you decide to live a good life and work hard, you can get what you also deserve to ease yourself.","Ɛwom sɛ nnwuma ho ayɛna, na nnwuma binom nso nna fam deɛ nanso, sɛ woma w'ani da hɔ na wobere wo mogya ani a, wobɛtumi anya wo so ne wo deɛ ama wo ho ahehan wo wɔ asetenam."
id_ltxut18w0w,"The increase in the price of cement indicates that the cost of construction, particularly building, will go up.",Sɛmɛnte boɔ a wɔatoto mu yi kyerɛ sɛ saa ara nso na adansie nso boɔ bɛkɔ soro.
id_oaf3t6vgi6,Many people have died of the coronavirus disease .,Nnipa pii awuwu wɔ coronavirus yare no ho.
id_ox7t3hy04h,Wash your clothes and put on clean clothes. Dirty clothes can carry some bacteria into your body and make you sick.,Si wo ntaadeɛ na hyɛ ntaadeɛ a ani da hɔ. Ntaade fi bɛtumi afa mmoawa binom awura wo nipadua mu ama woayare.
id_6keuhzdd2i,The function was attended by prominent people in the country.,Nnipa akukudam a wɔwɔ ɔman no mu baa adwabɔ no ase
id_flz4omkkmv,"At that level, the body of the woman is unable to tolerate any form such changes in the body.","Sԑ ԑduru saa a, ᴐbaatan no nipadua no ntumi nsosᴐ nipadua mu nsesaeԑ no ano."
id_dk03u2o5g7,All the candidates belonged to a political party.,Akansifoɔ no nyinaa firii amanyɔkuo baako mu.
id_6oormwhh0m,There are high chances of the whole family suffering from malaria.,Yɛwɔ akwanya kɛseɛ sɛ abusua no nyinaa fa yeaa mu firi atiridii mu.
id_zw2yq4elku,The campaign will take place in the four days of October for a district in Ghana.,Ɔsatu no bɛkɔ so wɔ October nnanan mu ama mantam bi a ɛwɔ Ghana.
id_d60htxgswr,"The main trading partners are China, USA, Belgium, UK and France.","Aman ahodoɔ atitire a Ↄman yi ne wɔn yɛ saa dwadie adwuma yi ne China, USA, Belgium, UK ne France."
id_rplm8x19mu,"The bus has unique features ideal for Ghana's national team including enough space, safety.","Bɔs no wɔ nneɛma soronko a eye ma Ghana ɔman kuw a nea ɛka ho ne baabi a ɛdɔɔso, ahobammɔ."
id_n60l6gouqt,"Similarly, he can only accept blood from someone with blood type O.",Saa ara na ɔno nso bɛtumi agye mogya afiri obi a ne mogya nkyekyɛmu yɛ O nko ara hɔ.
id_5naukbyylz,He called her name to get her attention during the meeting.,Ɔfrɛɛ ne din sɛnea ɛbɛyɛ a ɔbɛma n’adwene akɔ so wɔ nhyiam no ase
id_wof48vg899,They weaved this kente to show how important this family is and strengthens it.,"Wɔnwonoo saa kente yi sɛdeɛ wɔde bɛda abusua ho mfasoɔ yi adi, na wɔahyɛ me kena."
id_p6zdt8kn3a,Communities can be supported by building schools and churches.,Wobetumi aboa mpɔtam hɔfo denam sukuu ne asɔre ahorow a wɔbɛkyekye so.
id_k71wl269ni,The disease is highly dangerous and people should protect themselves from it.,Yare no yɛ hu kɛse na ɛsɛ sɛ nkurɔfo bɔ wɔn ho ban fi ho.
id_r1xrzw64ld,The ministry will partner with other organisations to improve coffee growing.,Asoeɛ no ne nwumakuo ahodoɔ bɛka abom aboa ama kɔfe dwumadie akɔ so
id_eu17r2dkap,The villagers were not satisfied with the work done.,Akuraa no asefo ani annye adwuma a wɔyɛe no ho.
id_k0tsn9k1zy,Good infrastructure will encourage people to engage in business activities.,Sɛ wode nneɛma papa toto akwan mu a ɛbɛhyɛ nkurɔfo nkuran ma wode wɔn ho ahyɛ ndwuma mu.
id_cqey2jl4nc,The father's union is aimed at drawing men in the church.,Agyanom nkabom kuo no atirimpɔ ne sɛ wɔbɛtwe mmarima akɔ asɔre.
id_2acwctbrce,Community leaders have closed a factory for polluting the water stream.,Mpɔtam hɔ akannifo ato adwumayɛbea bi mu esiane sɛ wɔde efĩ ba nsu asuten no mu nti.
id_fumeoutboi,He appealed to various officials of this country to step down and ban 'galamsey' altogether.,Ɔsrɛ sɛ ɔman yi mu mpanimfoɔ ahodoɔ de wɔn nan bɛsi fam na wɔabara 'galamsey' korakora.
id_ffkajcziiq,Members of Parliament can decide either to support or not to support the motion.,Mmarahyɛbadwafoɔ no betumi asi gyinaeɛ sɛ wɔbɛgyina anaasɛ wɔrengyina nsusuwii no akyi.
id_tcmi6s4vgd,The headteachers contributed the rest of the required fees to ensure that only eight candidates in the school achieved good grades.,Sukuu mpanimfoɔ no gyegyee sika tuaa sika a na aka no sɛdeɛ ɛbɛyɛ a wɔbɛma asuafoɔ nwɔtwe pɛ anya mma papa wɔ sukuu no mu
id_tkby6iho5y,The people stressed that the land belongs to them and not the government.,Nkurɔfo no sii so dua sɛ asase no yɛ wɔn dea na ɛnyɛ aban no dea.
id_erzclhq4tk,"The explanations the Ghana Fire Service came out with was that, the cause of the accident is, both drivers were dodging potholes and this brought the accident.","Nkyerɛkyerɛmu a Ghana Odumgya Adwumayɛkuo no de too dwa ne sɛ, deɛ ɛkɔfaa saa akwanhyia yi nyinaa baeɛ ne sɛ, na ahyɛnkafoɔ mmienu yi retwa afa amena a ɛdeda kwan no mu no ho, na ɛno na ɛnam so maa ɛde saa akwanhyia yi baeɛ."
id_0kv926evtd,He wants to contest as the area member of parliament,Ɔpɛ sɛ osi akan sɛ mpɔtam hɔ mmarahyɛ bagua no muni
id_9qjhqf6e6w,Doctors assist in advising and treating health rerated issues.,Nnuruyɛfo boa ma wɔde afotu ma na wɔsa akwahosan ho nsɛm a wɔasan asusuw ho.
id_wght6z3hsz,Displacement of people results in a declaim in the sale made by business personals,Nnipa a wotu wɔn fi wɔn afie mu no ma wɔpae mu ka wɔ adetɔn a adwumayɛfo ankasa yɛ no mu
id_9nz7t2cy7d,This will help you get the needed aid early.,Wei bɛboa ama wo nsa atumi aka mmoa biara a wohia no ntɛm so.
id_rqrgolds9n,"He scored two goals, but his team lost the match.","Ɔbɔɔ bɔɔl abien, nanso ne kuw no dii nkogu wɔ akansi no mu."
id_8xd2bkjll6,The school committee will find a solution for the running water.,Sukuu boayikuw no benya ano aduru ama nsu a ɛreworo so no.
id_l9x8dk5goh,Forward what you cannot handle to those that can.,Fa nea wuntumi nyɛ mma wɔn a wobetumi no.
id_skofh11m8d,"Hotels and bars in areas near the stadium make a lot of money during home games. If a community has many football teams, then there are high chances of development.","Ahɔhodan ne nsãdan a ɛwɔ mmeae a ɛbɛn agumadibea no nya sika pii bere a wɔredi agoru wɔ fie no. Sɛ mpɔtam bi wɔ bɔɔlbɔ akuw pii a, ɛnde hokwan kɛse wɔ hɔ sɛ wobenya nkɔso."
id_3csebze8w8,"What causes divorce in Ghana, exploring the factors that contribute to divorce in the Ghanaian context.","Deɛ ɛde awaregyaeɛ ba wɔ Ghana, hwehwɛ nnoɔma a ɛma awaregyaeɛ ba wɔ Ghana tebea mu."
id_2m53jf0oom,The roads in our town were badly made.,Ná akwan a ɛwɔ yɛn kurom no nyɛ papa.
id_4g5b2j9bme,"The stadium will promote talent in football, netball and basketball.","Agumadibea no bɛhyɛ talente a ɛwɔ bɔɔlbɔ, asau ne basketball mu ho nkuran."
id_cr5ejsxwtd,"The unpeaceful voting that destroyed the democracy in Nairobi, Kennya has been restored and peaceful swear in their president today, different people and some dignitaries from all over the world went to support them.","Abatoↄ huuhu a ɛsɛee kabimamenkabi wↄ Nairobi, Kenya no akyiri no, wↄde asomdwoeɛ asi wↄn mampanin nnɛ, a nnipa ahodoↄ ne akukudam a wↄfiri wiase afanan nyinaa kↄↄ bi de wↄn animuonyam kↄtaa akyire."
id_3ytw95icdu,The church members mourned over the death of their priest.,Asɔre no mufo dii awerɛhow wɔ wɔn sɔfo wu no ho.
id_34jr7zg4f7,The contestants were judged by four committee members.,Boayikuw mufo baanan na wobuu akansifo no atɛn.
id_djqlhpi29y,Parents are advised to raise more money to cater for structural development .,Wɔtu awofo fo sɛ wɔmpɛ sika pii mfa nni nhyehyɛeɛ mu nkɔsoɔ ho dwuma.
id_f64fcollkb,All these problems and problems that have come upon us are due to the chemicals that foreign farmers use for their businesses,Saa ɔhaw ne abenedie a abɛtɔ yɛn so yinom nyinaa firi nnuro a abɛɛfo akuafoɔ de yɛn wɔn nnwuma no.
id_vz9cfjyae1,Receipts are evidence that a payment has been made.,nkrataa a wɔde gye sika yɛ adanse a ɛkyerɛ sɛ wɔatua sika bi.
id_4w1l4pfjn2,When underneath your eyes is swollen.,Sԑ aniwa no ase honhono anaa ԑsoasoa a
id_8th6xcpvjo,Some youths are ignorant about the effects of having unprotected sex.,Mmabunu binom nnim nea efi nna a wɔmmɔ wɔn ho ban mu ba no ho hwee.
id_gkvcjjg1z0,"in this region, the district that the research shows they live in extreme poverty is the Kwahu Afram Plains north district.","Saa mantam yi mu no, mansini a wɔkyerɛ sɛ, wɔn no kyere wɔn yie pa ara ne Kwahu Afram Plains Anaafoɔ Mansini no."
id_d3toly8p40,Employees who don't work are put on probation.,Wɔde adwumayɛfo a wɔnyɛ adwuma no hyɛ da ma wɔsɔ wɔn hwɛ.
id_rqp8agmj3u,"Although the rulers of the Dagomba states were not usually Muslim, they brought with them, or welcomed, Muslims as scribes and medicine men.","Ɛwom sɛ na Dagomba aman no sodifo ntaa nyɛ Nkramofo de, nanso wɔde Nkramofo bae, anaasɛ wogyee wɔn fɛw so sɛ akyerɛwfo ne nnuruyɛfo."
id_yuvsdi3s54,It was in college that she became the first and youngest black woman to become an advertiser on Nashville Tv.,Suapɔn mu hɔ na ɔbεyεε bibini baa a ɔdi kan na ɔsua a ɔyε dawubɔni wɔ Nashville Tv so.
id_f86c24fi42,The petroleum authority confirmed the presence of oil in Ghana.,Famgo aban no sii so dua sɛ ngo wɔ Ghana.
id_d7nd8kto69,"The media announced that there would be increment in transport fee on Monday, September 19, 2022 later, the GPRTU also came out with the same news.","Nsɛntwerɛfoↄ de too dwa sɛ wↄbɛtoto kaa sika mu Dwoada, Ɛbↄ da a ɛtↄ so 19 wↄ 2022 mu no akyi na GPRTU foↄ nso de saa nsɛm yi too dwa."
id_hfrhjotk6r,Carrots are among the foods that help keep a person’s weight within the recommended range.,Karɔto ka nnuane a ɛboa ma onipa mu duro gyina baabi a animdefoɔ kyerɛ sɛ ɛyɛ no ho.
id_yvanztaxnh,"I have emphasized a lot on language; however, what is the language I am talking about?","Masi kasa so pii wɔ soro hɔ, na sɛ yɛhwɛ a, ɛdeɛn kasa na mereka ho asɛm?"
id_opq6qwmj1c,These are the 16 Kings of Asanteman who have ruled Asanteman since the Wizard Anɔkye Frimpho October released the Golden Age for Asanteman.,Yeinom ne Asanteman Atumfoɔ 16 a wɔadi Asanteman so ɛfiri berɛ a Ɔkɔmfo Anɔkye Frimpɔn Kɔtɔbere yii Sika dwa maa Asanteman no.
id_2s89i42uq4,People listened carefully while the national budget was being read.,Nkorɔfoɔ yɛɛ aso tieeɛ berɛ a na wɔrekenkan ɔman no sikasɛm nhyehyɛeɛ no.
id_rdrx0zwbdj,Donations are made to vulnerable women in society.,Wɔde ntoboa ma mmea a wonni ahobammɔ wɔ ɔmanfo mu.
id_96rpwacobm,Bushy roads are of great risk to road users.,Akwan a ɛso yɛ sare no yɛ asiane kɛse ma wɔn a wɔfa akwan so no.
id_lzxk55onig,The headteacher requested all parents to pay school fees in time.,Sukuupanin no srɛɛ awofoɔ nyinaa sɛ wɔntua sukuu fiisi berɛ ano.
id_cnyqtnr2lv,"It encourages us, and it shows us our zeal.","Ɛhyɛ yɛn nkuran, na ɛkyerɛ yɛn nsiyɛ."
id_wepacdwgqo,"With the north under British control, the three territories of the Gold Coast—the Colony (the coastal regions), Ashanti, and the Northern Territories—became, for all practical purposes, a single political unit, or crown colony, known as the Gold Coast.","Berɛ a na Atifi no hyɛ Engresifoɔ ase no, Gold Coast nsasesini mmiɛnsa no - wɔn a wɔdi wɔn so no (amantam a ɛwɔ mpoano no), Asantefoɔ, ne Atifi Nsasesini no - bɛyɛɛ, amanyɔkuo baako, anaa beaeɛ titire a wɔdi so, a na wɔnim no sɛ Gold Coast."
id_plstxhfqjq,Their totem is buffalo.,Wɔn akraboa ne ɛkoɔ.
id_o45sv9vf4r,She has been voted a Member of Parliament for her constituency.,W'aato aba ama no sɛ Mmarahyɛ Baguam ni ma ne mantam
id_o01wv9jkgr,Legalizing health policy in schools offers a great fight against teenage pregnancy.,Akwahosan ho nhyehyɛe a wɔbɛma ayɛ mmara kwan so deɛ wɔ sukuu ahodoɔ mu no ma ɔko kɛseɛ tia mmabun nyinsɛn.
id_7hfpuyv13j,"A 15-30 year old goes for a checkup and gets from 100/60 to 120/80 which, we see as normal, instead it goes up to 130/90 which, we say his clotting capacity is high.","Obi a ɔwɔ mfeɛ 15-30 kɔhwɛ ne deɛ na ɔnya ɛfiri 100/60 kɔsi 120/80 a, yɛhunu no sɛ ɛyɛ, mmom ɛkɔ soro kɔduru 130/90 a, yɛka sɛ n'ahoɔden a ɛde bɔ mogya no kɔ soro."
id_dv3qt6q6dl,The study revealed that 71% of children from urban areas with well-to-do parents manage to complete high school.,"Nhwehwɛmu no daa no adi sɛ, mmɔfra a wɔfiri nkuro akɛseɛ mu a wɔn awofoɔ di yie no mu 71% na wɔtumi wie ntoasoɔ sukuu."
id_bnao0dncx7,"He stated that, in view of this, there is going to be an entrance examination starting next year that will be based on Literacy and Numeracy to measure the quality of people interested in enrolling in teacher training colleges.","Ↄkyerɛɛ sɛ ne saa nti na afe a yɛrebɛsi mu no mu no, wɔbɛyɛ sɔhwɛ afa Nkonta ne Borɔfo adesua ho ama wɔn a wɔpɛ sɛ wɔkɔ akyerɛkyerɛfoɔ nteteeɛbea kɔsua adeɛ no na wɔahwɛ wɔn mmɔdemmɔ so afa wɔn."
id_00tixvzg09,Of what effect is sand mining to the environment?,Nkɛntɛnso bɛn na anhwea a wotu no nya wɔ nneɛma a atwa yɛn ho ahyia so?
id_ofkegzgk3g,"She may not be able to sew, but her strengths lie in teaching.","Ebi nso a ɔrentumi nyɛ adepam adwuma, nanso n'ahoɔden wɔ adekyerɛ adwuma mu."
id_gdbfvxe5w0,Nationals and refugees should both embrace briquette production.,Ɛsɛ sɛ ɔman mma ne aguanfo nyinaa gye fango mfutuma a wɔahyɛ no den a wɔyɛ no tom.
id_gu21ffdiqr,The cause of the fire outbreak at the police station is still unknown despite the effort of the firemen,Wonnim nea ɛde ogya a ɛtɔe wɔ polisifo adwumayɛbea hɔ no bae ɛmfa ho mmɔden a odumgyafo no bɔe no
id_fdgj1okwtd,The Judge in magistrate court delivered his judgment based on the available evidence.,Ɔtɛmmuafoɔ a ɔwɔ asɛnnibea hɔ no de n'atɛmmuo no gyinaa adanseɛ a na ɔwɔ no so.
id_1dzmagjble,Government must inform the public of its intentions and activities.,Ɛsɛ sɛ aban ka n'atirimpɔw ne n'adwuma ho asɛm kyerɛ ɔmanfo.
id_u4u5pda57a,Members of parliament can be voted out of leadership.,Wobetumi ato aba ayi mmarahyɛbadwafoɔ afiri akannidie mu.
id_qpxk53744m,election results can be challenged in the court.,abatoɔ nsunsuansoɔ wobetumi de asɛm no akɔ asɛnnibea.
id_uph6getz70,It can be a potential anti-cancer agent.,Ɛbεtumi ayε adeε a εbεtumi ako kokoram.
id_1jaae73mie,The program will reduce the illiteracy levels among the people will run for two academic years.,Dwumadi no bɛtew akenkan ne akyerɛw a wonnim wɔ nnipa no mu no so bɛkɔ so wɔ adesua mfe abien mu.
id_gnr84o36a5,"On tea plantations, women tea pickers a preferred because of their reriability and care when selecting leaves.","Wɔ tii mfuw mu no, mmea a wɔtetew tii no na wɔpɛ esiane sɛ wotumi de woho to wɔn so na wɔhwɛ yiye bere a wɔrepaw nhaban."
id_dzahnl5n8k,"Take note that, when it comes to genotype, for every child to have full of it, he/she take half from the father and half from the mother.","Hyɛ no nso sɛ ɛba no gyɛnotaepo no a, abɔfra biara fa ɛfa bi firi n'agya hɔ, na wafa fa nso afiri ne na hɔ aka ho ama no ayɛ fua."
id_39wkrquprw,Safiyah has been admitted to the hospital for malaria.,Wɔde safiyah akɔ ayaresabea esiane madedia nti.
id_8tz4axbh9q,The construction of the bridge will help pupils to reach school in time.,Abɔnten a wɔbɛsi no bɛboa asuafoɔ ma wɔadu sukuu wɔ berɛ ano.
id_raa3c7cox4,The priest requested people to contribute to the building project.,Ɔsɔfo no srɛɛ nkurɔfo sɛ wɔmfa ntoboa mma adansi adwuma no.
id_9d131fb32p,Roads leading to trading centers should be worked on.,ɛsɛ sɛ wɔyɛ akwan a ɛkɔ adwadibea ahorow no ho adwuma.
id_5xf7irn2g6,Some also call it the Tano language.,Binom nso frɛ no Tano kasa.
id_74qid9eem7,The district will construct new markets and trading centers.,Mansini no bɛsisi adwadibea foforɔ nne mmeaeɛ ahodoɔ a wɔbɛtumi adi dwa bebree
id_6gzt3ujfnd,Doctors should not entirery be blamed for the death of a patient.,Ɛnsɛ sɛ wɔde ɔyarefo bi wu ho asodi to nnuruyɛfo so koraa.
id_w12r570qtp,"Bafo explained that been the first year for the custom, so it delayed his preparation.","Bafo kyerɛɛ ne nsɛm mu sɛ, ɛsiane sɛ saa afe no yɛ deɛ ɛdi kan a na ɔde reyɛ amammerɛ no nti, ɛmaa n’ahoboa no kaa akyiri kakra."
id_jge8xh84v7,Malaria has several serious complications. Among these is the development of respiratory distress.,Atiridii wɔ nsɛnnennen a aniberɛ wom pii. Eyinom bi ne ɔhome mu haw a ɛde ba no.
id_q2b8qdrmlw,There are a lot of tourist sites in the Republic of Ghana.,Nsrahwɛbea ahodoɔ pii na ɛwɔ ɔman kronkron Ghana.
id_3bfru5vaei,"However, if you have to get through the water before you can go too, then, be very careful and go slowly.","Nanso, sɛ ɛsɛ sɛ wofa nsuo no mu ansa na woatumi akɔ nso a, nneɛ, yɛ ahwɛyie pa ara na kɔ nkakrankakra."
id_zr2s1dv4tq,This place is not safe due to the high number of thieves.,Saa beaeɛ yi nyɛ ɛnam akorɔmfoɔ pii a wɔdɔɔ so no nti.
id_qf8kdmi6ut,In 1830 a London committee of merchants chose Captain George Maclean to become president of a local council of merchants.,"Wɔ 1830 mu no, London aguadifo boayikuw bi paw Captain George Maclean sɛ ɔmmɛyɛ mpɔtam hɔ aguadifo bagua bi titrani."
id_uyydzg8oip,"Also, if a family member wants to tap a certain palm tree that has not yet been touched by anyone, he peels off some of the frond base of that tree to indicate to the others that he wants to tap it.","Afei, sɛ obusuani bi di kan wɔ abɛ bi so sɛ ɔrekɔto ate aseɛ nsa a, ɔde sekan waawae mpapa no ho de kyerɛ wɔn a wɔaka no sɛ ɔpɛ sɛ ɔto abɛ no te aseɛ nsa de yɛ n’adeɛ."
id_jwmwkmbol1,Previously the government organized mass immunization to eliminate Polio from Ghana.,kan no aban no yɛɛ nhyehyɛe de nnuru a wɔde bɔ nkurɔfo ho ban ma nnipa pii de yi Polio fi Ghana.
