id,Twi
id_m4ylri0155,"Sikasɛm anaa sikasɛm mu ayayade: Ɛfa sɛ obi bɛyɛ obi anaa wɔabɔ mmɔden sɛ wɔbɛma ɔde ne ho ato ne ho so wɔ sikasɛm mu denam sikasɛm mu nneɛma so a wɔbɛkora so koraa, wɔremma no sika, ne/anaa wɔremma no kwan mma ɔnkɔ sukuu anaa ɔmfa ne ho nhyɛ adwuma mu."
id_prkee3dr5o,WASSCE akannifoɔ a wɔtwerɛɛ asɛm bi ɛnnɛ no bi kaa sɛ wɔn akyerɛkyerɛfoɔ a wɔhwɛ wɔn no yɛ wɔn den pa ara.
id_kj7mfvs5ob,Ԑtumi ma ne ho yԑ no mmrԑ no bi.
id_nn85gwcvh3,"Ɛtumi ma onipa bi yare yie, na ɛtumi ma ne ho yadeɛ."
id_nvx6h99akb,Asoɛeɛ a ɛhwɛ apɔmuden nsɛm so no taa de coronavirus ho nsɛm kɔma
id_rvthi493m3,Ɛyɛ papa nso sɛ yebenya nneɛma pa wɔ fie.
id_e62yaqg7d7,"Afei nso, berԑ biara a yԑn nkwammoa no bi bԑyԑ funu no, Selenium no boa ma nipadua no si nkwammoa yinom so yie na nipadua no anya apᴐmuden pa ara."
id_r2w1dh4xqa,Mmabun dodow no ara yɛ nnyanka na wɔn abam abu kɛse
id_tconolhpki,"Ebinom hwehwe onipa a ɔto so nnum no so, na ebinom hwehwe ase; ne babaa anaa ne babarima de."
id_lg5lns5fcv,Bɔ wo se yie da biara. mframa a ɛfiri onipa anom no yɛ biribi a ɛbɛtumi ama obi anim agu ase yie.
id_avv3f2op9c,Telefono di dwuma kɛse wɔ nkitahodi mu.
id_jv59it0rc1,Aban no ma Ghanafo nya nimdeɛ foforo wɔ nea wɔatumi ayɛ wɔ nhomasua mu a ɛne amanyɔkuo nhyehyɛe hyia.
id_p44pzfopi0,Momma yɛn ani nna hɔ wɔ yeinom ho.
id_db0kxt8pat,Sɛkyɛ a nnwom bɔ ma me ani gye kɛse na ɛyɛ anigyede a mepɛ sen biara.
id_x6uzd4mvse,"Nokwaredi yɛ ade titire a wɔhwehwɛ. Na ɛno akyi no, ɛsɛ sɛ hwɛ hu sɛ woyɛ obi a wubetumi de wo ho ato no so, woahyira wo ho so, wopene afoforo so na woyɛ ɔyerefo. Mmɔ mmɔden sɛ wobɛfa akwan tiaa biara so."
id_p1mchcu46b,Ɔman no ti no ka sɛ ne boafo dedaw no na ɛde ntawntawdi no ba.
id_9eq5rdkk35,"Esiane sɛ na aborɔfo suro sɛ Nkruma bɛhyɛ ɔman bi nkuran ma wɔakɔtow ahyɛ ɔman no so nti, wɔkyeree no bio de no too afiase."
id_iav56olsqg,Ɛrenkyɛ wɔbɛma ɔman no anyinam ahoɔden dodow akɔ soro.
id_umyyqnp8bs,Nnipa a wɔde wɔn ho hyɛ adwadie mu no bɛboa ama mpɔtam hɔ sika aba.
id_op7qu9enty,Ɛsɛ sɛ wotaa de nsɛm kamfo wo hokafo no ma no hu sɛ w'ani gye ne ho.
id_k03snj2lrs,Ɔkyerɛkyerɛfo no nyaa abotare kyerɛɛ adwene a emu yɛ den no mu kosii sɛ asuafo no nyinaa tee ase. Daa ɔde nneɛma ne nneɛma a na ebetumi ayɛ mmerɛw sɛ wɔbɛka ho asɛm wɔ baabi a atwa wɔn ho ahyia no yɛɛ ntotoho.
id_ns7214ck5z,"Sɛdeɛ krataa a wɔtwerɛɛ no no kyerɛ no, Gideon ne ne yere Saphina Bone a wadi mfeɛ aduanan enum no taa ko wɔ nna mu nkitahodie nti."
id_909j0nq19p,Wɔbɛbisabisa wɔn a wosusuw sɛ wɔyɛ nnipa bɔne no nsɛm de agye akode no.
id_xabr9f9yfl,Mmoa kuw no boaa no wɔ nahiade atitiriw ho.
id_2bhewpwvmx,Ɛsɛ sɛ ɔman no mmara no yɛ nea mpɔtam hɔfo di akyi.
id_qncplp3q35,Asuafo kakraa bi fata sɛ wɔbɛyɛ akwahosan ho adwumayɛbea mu nipa bere a wɔayi wɔn aba no akyi.
id_dtmln2zc3m,"Mmaranimfoɔ Alfred Tuah Yeboah kaa sɛ, ""Bere a yɛredi yɛn asɛm a etwa toɔ no, Mmaranimfoɔ panin no kyerɛɛ sɛ ne nkrataa nyinaa ayɛ krado sɛ wɔde bɛkɔ asɛnnibea. Seesei deɛ, ɔrebɔ mpae sɛ ɔmma no nna pii."
id_vvcbb27y28,"Bere bi, Nkruma kaa sɛ wagyae nyamesom kuw biara."
id_v0amiw4bce,Nneɛma pii atwa owia ho ahyia.
id_fy7nhug2qv,Mpɔtam hɔ ahobammɔ panyin bi buu me afipamfo fie.
id_4lwwgpnl4i,"Esiane sɛ wɔn dodow sua nti, sukuu bɔs no ntumi nnye sukuufo dodow no ara, na ɛma akwantu yɛ den."
id_9li7fmnjns,"Nokwarem no, ɛwom sɛ wɔfiri Volta Mantam mu deɛ, nanso wɔwɔ nsase ne adan wɔ Kumasi nso."
id_ehe8ol43n4,"Bio nso, wɔkaa sɛ toɔ anaa tow a wɔtua wɔ nneɛma a wɔyi gu hyɛn gyinabea ahodoɔ no so no boro so dodo."
id_hj6ffxfgx2,"Saa berɛ no, na ɛnyɛ den sɛ Akanfoɔ bɛtete wɔn mma ama wɔatumi atena ase yie na ama wɔabɛyɛ nnipa pa daakye."
id_w89utkvc8s,Kurow no so boayikuw di dwuma sɛ obi a wɔde wɔn adwene si so na wɔboa ma wɔyɛ nhyehyɛe wɔ honam fam nneɛma ho.
id_ovqlhqa7vl,Owini a ɔyɛ ɔdaadaafo no awia ne ho kɔɔ akokɔnam dan no mu kɔw nkosua no nyinaa.
id_rwo7i519h4,Akyerɛkyerɛfo nni nimdeɛ ne nimdeɛ na wonni nhomasua ho anigye biara.
id_ppc87ktzvp,"Wɔ ɔkwan no so no, mmarimaa akuwakuw bi wɔ hɔ a wɔsisi nkurɔfo nkotoku."
id_o5x4ibwmor,"Ɛnyɛ aban no nko ara na ɛboa wɔn a wɔadi dɛm, na mmom nnwumakuo ahodoɔ a wɔnyɛ aban de nso boa wɔn."
id_831ngp5vwe,Adɔkotafoɔ binom ampene so sɛ wɔbɛyɛ wɔn adwuma esiane sɛ wɔantwentwɛn wɔn nan ase antua akatua nti.
id_85ehhv0jyr,"Wɔka Toha Zie (a ɛkyerɛ Ɔkyere Kɔkɔɔ wɔ Dagbani) ho asɛm sɛ na ɔyɛ ɔkofoɔ kokodurufoɔ. Wɔtoo no saa ɛfiri sɛ na ne honam ani yɛ fɛ. Ɛyɛ anika yie sɛ Mole-Dagbani akuo a wɔwɔ Ghana ne Burkina Faso akyi no, mmusuakuo binom a wɔwɔ Abibiman binom te sɛ Mali nso nam saa ɔbarima yi so na wɔfiri bae."
id_l4mftemj6o,"Ɛnnɛ asetena kwan a yɛfa so di dwuma no sesa yɛn nkwa nna. Yadeɛ ahodoɔ bebree wɔ hɔ a ɛnnɛ abu so sene berɛ a na atwam no. Eyinom bi ne akomayareɛ, kokoram, nnompe mu yareɛ, anibu, mogyaborosoɔ, ne Alzheimers yareɛ. Woanyin a, saa yadeɛ yinom nyinaa ba wo so ntɛm pa ara."
id_z9sn85qlsj,Saa nnuhuam yi bi sesa aduane no ani ma ɛyɛ akokɔsradeɛ ne deɛ ɛkeka ho.
id_wehwx6yrrs,Sukuupanin no kaa sɛ ɛsɛ sɛ wɔtaa nyansahu mu adesua so.
id_00x9gqcpsl,"Ɛwom sɛ wɔtumi sa ayamtim yi ano deɛ, nanso berɛ tiawa akyi no, ɛsan ba nipadua no mu bio."
id_3fwl80fe9y,Sika a ɔde hyɛɛ mu nyinaa akyi no wankɔ mu wɔ nnipa a wɔpaw wɔn no mu.
id_t6zi917i01,tow foforo no hyɛɛ ahiafo nkuran sɛ wɔmmfa telefon sika nni dwuma.
id_jpwl97yilf,"Sԑ saa nsɛnkyerɛnne yinom bi pue wᴐ onipa bi mu a onnim, na ԑno nti obi ntumi nsi ano a, ԑbԑtumi asi no kwan sԑ ᴐnnyԑ ᴐbarima anaa ᴐbea biara a ᴐbԑwo."
id_3bk7gcm3g7,"Wɔwoo no Ahinime 21, 1926."
id_4k363kolww,Wɔbɛyɛ mmubuafo agumadi afahyɛ wɔ dapɛn a edi hɔ no sukuu fierd no mu.
id_rih4qi1hk6,Onyankopɔn adom nti na yɛte ase yi.
id_6o5uewntwk,"Wɔ afahyɛ no ase no, wɔyɛ ahiafo, nnyanka ne nnipa nyinaa papa de gye wɔn ani."
id_1cpratvu9c,Sikasɛm nhyehyɛe no a wɔbɛfa mu no hia bere pii.
id_xdp2u2jq20,Adzewa nnwom yi na ɛyɛ soronko koraa wɔ Akanfo nnwom no ho. Wɔbɔ no sɛ gourd (mfowba).
id_9ztys08ytf,"Akannifoɔ a wɔfiri Nadowli-Kaleo Mantam, Bulisa, Jirapa Mansini Bagua, ne Talensi Mantam no nyinaa boom penee so sɛ wɔbɛbom ayɛ adwuma."
id_tlxqqng8or,"Mmom, manpanyin no ada ne werɛ adi wɔ Ɔsoafoɔ no adwuma ho, na ɔkaa sɛ wayɛ adwuma a ɛyɛ fɛ wɔ ɔman no sikasɛm ho nhyehyɛeɛ mu."
id_7gerx790e5,Wɔde mpɔtam hɔ sika di dwuma wɔ nkɔso mu.
id_qhz485pjk4,Medeama bɔɔlbɔ kuw no hweree wɔn agodie a edi kan wɔ green light agumadibea hɔ.
id_km2lvvrwv1,Wo mma a wubetumi ahwɛ wɔn.
id_bgi327fg5n,Ɔhene anini a wɔde dadeɛ a ano yɛ den te sɛ atɛkyɛ no bi asi no kyerɛ sɛ saa ɔhene no ne ne manfo bɛn Onyankopɔn.
id_fi4786tkun,"Ɛwom sɛ mmofra a wontumi nkɔ sukuu mfi mfitiase sukuu kosi ntoaso sukuu dodow no fi mmusua a ɛwɔ Ghana nyinaa mu de, nanso mmusua bi wɔ hɔ a mmofra a wɔkɔ sukuu akyiri no dodow boro afoforo de so."
id_if9jsv71u0,Asɔre no de ne ho hyɛɛ mpɔtam hɔfo a wɔbɛkora wɔn ho so no mu.
id_100xe0ykjf,kyerɛɛ mu sɛ aban no ne Ghana Sikakorabea no reyɛ adwuma de nneɛma bi ato wɔn ani sɛ wɔbɛtoto nnipa a wɔtɔn sidi no wɔ mmara kwan so no nyinaa ano.
id_9fub5prfh8,Bere tenten ahe na egye ansa na mango aba afifi?
id_40oz5p7ujg,"Yei nti, sɛ obi kɔgye ne mogya mu ahomasoɔ hwɛ mu na ɛhyɛn no de 120/80 ba a, ɛkyerɛ sɛ sɛ akoma no rebɔ no a, na ne nsono mu ahomasoɔ no nso yɛ 120 na sɛ akoma no rekye n'ahome a, na ne nsono mu ahomasoɔ no nso yɛ 80."
id_l4u4z3pybb,Da biara yɛ deɛ wo hokafoɔ pɛ sɛ woyɛ mmom sen deɛ wopɛ?Wo ne wo hokafoɔ ntena ɛfiri sɛ wosuro deɛ wo hokafoɔ bɛyɛ sɛ woatwa wo ho?
id_w590fzhrwh,Nnuane a wɔfrɛ no Selenium wɔ kɔtɔ mu pii.
id_771cfl9xq8,Ɛkyerɛ Akannifoɔ gyidie.
id_zy01eztsvc,Wɔn a wodi nakyerɛkyerɛ akyi no nam so agyae nnuane pii a anka ɛbɛtumi aboa wɔn apɔmuden no.
id_tb2x0bx0h9,Ɛtumi ma asase no ahoɔden so te
id_wz78ja2c9w,"Yei nti, sɛ Asante wiemhyɛn adwumakuo no firi aseɛ yɛ adwuma a, ɛbɛboa ma mansini no sika akɔ soro."
id_hks8u7ao0k,Nnipa pii tu dibea ahorow so ma wɔbɛyɛ asomfo pa.
id_hp3aum0rqu,Wɔde saa sika yi tua bɔne a abɔfra no kra tua de bɔ ne kra din foforɔ.
id_zxfcrntsyz,Nnipa a wɔte hɔ no de wɔn ho hyɛɛ polisifo mu wɔ nhwehwɛmu ahorow a wɔyɛ mu.
id_6le1pmbyi0,Ɔde ne sika dodow no ara di nsa.
id_ielzpvbbi3,Mmɔden a wɔbɔe sɛ wɔbɛma ɔyɛkyerɛ ahorow no ahyia no anyɛ yiye efisɛ wɔhyɛɛ adwumayɛfo a wɔagyae adwuma no abufuw.
id_jqtinwv4rj,Amanyɔsɛm mu basabasayɛ aka mpɔtam no nkɔso.
id_wsb0ll325f,Akuafo bɛma nnɔbae a wodua ne mmoa a wɔyɛn no atu mpɔn wɔ mfe a ɛreba no mu.
id_58l4kx96n9,"Afe yi mu no, wɔbɛyɛ amammerɛ akansi no wɔ yɛn Suapɔn no mu."
id_fyh5y29xfq,Wɔkunkum polisini bi wɔ basabasayɛ a na ɛrekɔ so wɔ yɛn kurow no mu no mu.
id_z32ey5dp7p,Wɔyɛɛ adwuma yi asehyɛ ho dwumadi no Yawda.
id_8a6n1aedhz,Nsɛntwerɛfoɔ no bɔɔ kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa kaa
id_o18uucnp2a,"Nhonhonhon fitaa, dɛm anaa ahabammono tumi firi ɔbarima barima no to mu ba."
id_bcdk61zss6,"Akanman mu no, sɛ obi kɔ akyirikyiri na yɛhunu sɛ onipa no yɛ abusua no muni a, na yɛfrɛ no abusua no muni. Yɛfrɛ no 'kinsmen'."
id_hc5tcnm8t7,"Ɛnam so maa yɛnyaa adegyesɛ afahyɛ a na ɛtwa toɔ wɔ Takyiman no, deɛ na ne nnyinasoɔ ne sɛ wɔde wɔn akoma mu yea ne nnebɔneɛ nyinaa bɛgu wɔn nsam saa da no sɛdeɛ ɛbɛyɛ a nsakraeɛ bɛba mpɔtam hɔ."
id_zfegj9zfmp,Adɔkotafoɔ rehwehwɛ amu no mu sɛdeɛ wɔbɛhunu deɛ ɛde ne wuo no baeɛ.
id_7vqyijfki4,"Coronavirus ho nsɛm foforo a wonnya nti, nkurɔfo nnwen ɔyaredɔm no ho pii"
id_ma4vx08df0,Mma wo nan nnhome wɔ osutɔ bere mu
id_qkq8d511cn,"Deɛn na Figmomanometer no Da no Adi?Nnwomasoɔ ahodoɔ mmienu na sɛ yɛakata no abɔ yɛn nsam a, Figmomanometer no da no adi."
id_4l7z6sapb5,Ɛsɛ sɛ nkorɔfoɔ gye biogas ne owia ahoɔden a wɔde di dwuma no tom.
id_u0fyegf45q,"Afe yi, Ghana akwahosan sohwɛfo no kyekyɛɛ ntontom asaworɔ maa mpɔtam binom."
id_g9wncqaeh1,"Woyɛ ɔbaa anaa?Afei wo kunu anaa w'agya nti, wo nso bɔ mmɔden sua adeɛ."
id_sqmnvoz9cu,"Bere a ɔwɛmfo bi a na ɔyɛ dedaw bɔɔ mmɔden sɛ ɔbɛbɔ ne yɔnko dwumayɛni bi a wɔdaadaa no ho ban no, wotuu no fii adwumam."
id_szpp0k1xay,Wɔkyerɛɛ yɛn sɛnea yɛbɛbɔ yɛn ho ban sɛnea wɔkyerɛkyerɛ nkurɔfo bere nyinaa sɛnea wobabɔ mmofra hokwan ahorow ho ban wɔ mpɔtam hɔ no.
id_5jef8ot0h4,Hwɛ hu sɛ wobɛkɔ wo dɔkota hɔ ntɛm ara bere a nsɛnkyerɛnne a ɛwɔ soro ha yi biara rehyɛ aseɛ ada adi wɔ w'ani so no.
id_fjmtdmtn5c,"Ɛnyɛ obi a watoto tuo abɔ ne hokafoɔ a, na ɛyɛ obi a wadobɔ ne yere anaa ne kunu akum no."
id_dr6frcntlp,Wɔrekamfo asoɛe no wɔ sɛnea wɔde wɔn ho ahyɛ sɛnea wɔboa ma nkurɔfo hu sɛ ɛsɛ sɛ wɔko tia akyenkyennuro no ho
id_vpraftjt5d,Wobɛtumi atwe ato link a ɛwɔ ase ha yi so ahwɛ vidio no.
id_9kr3loeu8d,Sua ade a ahotoso wom na wubenya adwuma a wopɛ.
id_xhbq8p57uu,Ɛnsɛ sɛ mmabun no ware ntɛm.
id_qs9pmpf48b,"Saa nneyɛɛ nnum yi ne deɛ ɛkeka ho no pii si berɛ a yɛadi aduane a apɔmuden ho yɛ na nanso yɛnnim nti, yɛtaa yɛ papa pa ara."
id_tp3mc9nzdi,nyinsɛn yɛ ade biako a ɛnyɛ mmerɛw sɛ wobegyina ano.
id_ptdq27cjfe,"Afe 1990 mu no, Asantehene, Otumfuo Opoku Ware II, yɛɛ mpaboa maa Osei Kuffuor asefoɔ dii adeɛ sɛ Anwenfohene (Nweafoɔ Hene)."
id_3wmdrqztvd,Saa nhyehyɛeɛ no yɛ deɛ ɛwɔ abɛɛfo mfiri a ɛdi akyire pa ara mu na nnipa a wɔnim kɔmputa no na wɔdi ho dwuma.
id_ad2b7vpyjq,"Nnuan a wɔfrɛ no tiger no, aduanuro ahyɛ mu ma, na wɔka sɛ mfaso a ɛwɔ so ma apɔmuden no yɛ nea wontumi mfa nkyɛ ho."
id_4mzfmnft5m,Mmerante ne mmabaa de wɔn ho ahyɛ amammuisɛm mu kɛse nnansa yi
id_13wgt7g8xn,"Mpɛn pii no, ɔfese kannifo no wɔ wɔn a wɔboa no ma ɔboa nkurɔfo yiye."
id_4gvs4xfoxy,"Deɛ ɛde wei aba ne sɛ ɛbɛsi nyinsɛn, nna mu nyarewa ne owuo ano kwan, ɛbɛhwɛ sɛ biribiara a ɛkyerɛ sɛ wɔato ɔbaa bi mmonnaa te sɛ n'ahosiesie nsɛe, na wɔahunu baabi a wɔato no mmonnaa no abɔ adanseɛ a ɛwɔ hɔ no ho ban, na wɔahwɛ ama ɔbaa a wɔato no mmonnaa no anya mmoa wɔ ne komam."
id_ls4b1pagi4,Ɛsɛ sɛ wɔma wɔn a wɔde kar fa akwan so no te kar ho mmara ase.
id_3gy9uue5w9,"Nnipa pii hyɛ atade na wɔma wɔyɛ mum, nanso wɔn adwene nni wɔn."
id_ypt8wg1vet,Ɛsɛ sɛ nkorɔfoɔ de wɔn ho hyɛ kuayɛ mu nnwuma mu na wɔde wɔn ho hyɛ ɔmanfoɔ nkɔsoɔ mu.
id_xdaypmdqsj,"Yeinom akyi no, ɛyɛ den sɛ kokoram foforɔ biara bɛtumi aba awodeɛ ano."
id_qjxdd7xag3,Ɔsoafoɔ a ɔhwɛ nwomasua so no tuu awofoɔ fo sɛ wɔntete wɔn mma abrabɔ pa.
id_0ddpx9x22k,Wobɛhunu nsakraeɛ ahodoɔ bebree a aba nnipa asetena mu ɛfiri berɛ a yɛbɛnyaa nyansa no de abedu berɛ yi.
id_5ee4abrx3q,Ɔmantam mpanyimfo no ahyɛ nkurɔfo nkuran sɛ wɔnadua nnua.
id_hkv18iosdg,Ɛsɛ sɛ sukuu laboratories wɔ nneɛma a ɛfata nyinaa a wɔde bedi Chemistry adesua ho dwuma.
id_m0u0btnrpy,"Mpɛn atitiriw bi a Akanfoɔ nom nsa ne wɔ ayeforohyia, ayiyɛ, awaregyae, din a wɔde to, mmabun berɛ, afahyɛ, ahemfo sohyɛ ne sohyɛ mu, ne deɛ ɛkeka ho."
id_t8tef3s6ut,Kristofo no ani gyei sɛ wohui sɛ wɔresi asɔre foforo.
id_z0238tvlyi,"Ansa na asɛnnibea bi betumi agye atom sɛ obi ayɛ bɔne bi anaasɛ wadi mfomso bi ampa no, ɛnyɛ nsɛm a wɔka kɛkɛ so na egyina na mmom adanse a ɛwɔ hɔ."
id_k54eaw2q23,Ɛno kyerɛ sɛ woyɛ ɔmamfoɔ bɔne.
id_3b5atvu2tl,"gyae yɛn no, deɛ ɔdii nade no Asantehene Kwaku Dua ne ne wɔfase Asantehene Kofi Kakari a saa berɛ no na wadi mfeɛ aduonu enum no baa nanim."
id_mv2s8rtm2m,"Bɔ mmɔden sɛ wobɛkenkan wei awie a, wobɛka ho asɛm akyerɛ afoforɔ nso."
id_udwa8f01rs,Si wo bo sɛ worenyɛ ayamtim.
id_c04nu9r5if,Wɔhyɛɛ apam a ɛwɔ afahyɛ no mu no mu sɛ nnipa a wɔne wɔn yɛ pɛ.
id_jnxl4q0hjd,Omega 3 ngo nni kɔtɔteɛ mu.
id_p2vhjjrxxa,Apɔduro yɛ yareɛ a nna mu nkitahodie de ba a ɛtumi haw mmarima ne mmaa nyinaa.
id_u54d8wccn6,"Mmirekyi no dii afifide ahorow a ɛwɔ mafum no nyinaa, na wɔsɛee nneɛma pii."
id_k795j8l6in,"Wɔn a wɔtoo aba no mu no, Owura Ruto nyaa 50.5% ɛnna Owura Odinga nso nyaa 48.8%."
id_j7ill51kii,"Ɔfirii aseɛ sɛ ɔtwam hwehwɛ wɔn, nanso wannyae."
id_wanacd82ps,Wɔhyɛ ɔmanfo fo sɛ wɔnkɔbɔ towtua adwumayɛfo a wodi amim ho amanneɛ.
id_rgv4daqpo7,Nneɛma a wowiae no bo yɛ Ghana cedis ɔpepem anum.
id_0z82bnw1di,"Abusua no mu binom yɛ agya, ɔyere, ne mmofra fa. (abusua ketewa)"
id_qss0dk9kww,Wei de kyɛwpa bɔ wo amanneɛ sɛ wɔrenyɛ nsɛm ho amanneɛbɔfoɔ nhyiam a ɛfiri aban no hɔ no.
id_qqiutzgjpn,Ɛyɛ den sɛ obi benya COVID-19 afi ɔyarefo bi hɔ.
id_kx09qhpboz,Wɔn a wɔrepɛ sɛ wɔyɛ sɔhwɛ no hyɛɛ bɔ sɛ wɔbɛyɛ yiye wɔ wɔn sɔhwɛ a etwa to no mu.
id_r4klvvjofh,Adwuma no botae ne sɛ wɔbɛhyɛ ahobammɔ ho mmara wɔ ɔkwan so.
id_tyv8k3xvgx,Wɔtaa hu sukuu mmofra sɛ wɔredi mpataayi ne nnwuma afoforo wɔ mmeae a wɔtete no.
id_tf91mhrj5l,Din a yɛde to no ne abusua anaa abusua a akyɛ a wɔn nyinaa nka ho.
id_uobq863cj9,Mansini a ɛtɔ so mmiɛnsa a ɛwɔ Atifi Atɔeɛ Mantam mu a emufoɔ di hia buruburoo ne Sissala Atɔeɛ Mantam mufoɔ.
id_x2eo39xuou,"Ghana manpanin, Nana Addo Dankwa Akufo-Addo de asi nanim sɛ, sɛ wɔde asuafoɔ a wɔkɔɔ WASSCE mfeɛ nwɔtwe a atwam no mu no toto wɔn deɛ a wɔkɔɔ Ghana 2022 no ho a, wɔn na wɔyɛɛ papa pa ara."
id_rejd80b6w7,Wɔtaa trɛw mmoawa no mu denam obi a ɔwɔ bi a ɔne no di nkitaho no so.
id_2ahx17r5q5,"Sɛ ambulanse bi wɔ ayaresabea hɔ a, ɛboa ma wodi nsɛm a egye ntɛmntɛm ho dwuma."
id_ou8cgd92zk,Atifi Atɔe Fam Mantam no betumi aboa ma wɔakɔ so ama koko anya nkɔso.
id_jugbho7dl4,Sukuu ahorow hwere agyapade pii afe biara esiane sukuufo nneyɛe bɔne nti.
id_24c2tkozu6,Owu betumi asi baabiara ne berɛ biara a yɛnhwɛ kwan.
id_tu2m064uzq,Akwahosan ho adwumayɛfo pii ahwere wɔn nkwa esiane ɔyaredɔm a ekum nnipa no nti.
id_g2obj8bcvw,Akwahosan ahyehyɛde ahorow aba sɛ wɔrebɛboa ma wɔama ɛnanom akwahosan akɔ so.
id_6q69a4b354,"Awareɛ nyɛ adidi ne ɔnom ho asɛm, mmom ɛyɛ Onyankopɔn nhyira a wɔhwehwɛ."
id_puh72thzaa,Akannifo afoforo nyinaa kamfoo no sɛ ɔyɛ onipa a ɔwɔ anigye.
id_euvf2wlcjw,Ɛsɛ sɛ wɔn a wonnii mfe dunan no kwati nsɛmmɔnedi ho dwumadi ahorow.
id_iu2rr5sgdf,"Yei maa ɔne Lincoln ntam tetewee, nanso berɛ a ɔgyee din wɔ Gold Coast no, ɔsane bae 1951 mu gyee abodin soronko bi too mu."
id_l5vty54ci3,"Sɛ yɛde no toto mmere bi a atwam no ho a, bere a atɛkyɛ a wɔato wɔ mpɔtam bi ano no yɛ sɛnkyerɛnne a ɛkyerɛ sɛ yare bi a ebetumi akum obi anaasɛ mmea a wɔyem bewu a, ɛnnɛ ɛnyɛ ade a ɛtaa si."
id_78p028uz7g,"Ɛno akyi no, ɛsɛ sɛ ɔbɔ n'apɔmuden ho mmɔden."
id_ze90pi9mxb,Ɛsɛ sɛ ogyaee nsa nom na odi nnuaba ne atosodeɛ pii.
id_7c25kmyymo,Gulu ka amansin a wɔanya nhyehyɛe no so mfaso no ho.
id_n3ufane5ka,Dibea abien a wubedi wɔ ago no yɛ asɛyɛde kɛse.
id_nnpi53t9lk,Ɛyɛ nnomaa ntaban na ɛma no yɛ fɛ nanso ɛnsɛ sɛ wɔpene ntaban bɔne so.
id_f0gxa9uvb8,Sukuu ahorow no nyaa sika fii Asoɛe a Ɛhwɛ Nwomasua so no hɔ.
id_rmgk85rozm,Ɛsɛ sɛ mmabun sua nea wobegyina so asiw nyinsɛn ano sɛnea ɛbɛyɛ a wobenya nsɛm a wɔde besisi gyinae a ɛfata.
id_0jbt9v26ry,Hokwan wɔ hɔ sɛ kuw bi benya nkɔso sɛ wonya sika pii a.
id_jo0c4oqbxs,Ɔhyɛɛ nakyidifo no bɔ sɛ wobedi nkonim wɔ abatow a ɛreba no mu na ɔhyɛɛ bɔ sɛ wɔbɛka kuw no bom na wɔbɔɔ kuw no mufo kɔkɔ bere a wosesa kɔɔ akuw afoforo esiane nsusuwii ahorow nti.
id_55mcv82uxk,Atɛkyɛ no faa Atifi fam mantam no mu kɔɔ Ghana.
id_jiet891c3b,Kasa tee akuw a ɛwɔ sukuu ahorow mu no akyerɛkyerɛ sukuufo wɔ mmerewa ne mmabun bere no ho ade.
id_im393qytmk,Asɛnnibea mpanyimfo asɛnnibea no nni nsɛm a ɛfa basabasayɛ a egyina ɔbarima ne ɔbea ntam ho no ho.
id_qwwa901173,"Ɔpanyin a ɔhwɛ aban no so no gye di sɛ sika pii wɔ hɔ a wɔankyerɛw, enti osi gyinae sɛ ɔbɛkora sika no so."
id_nhbok8dc8w,"Esiane sɛ ahobammɔ adwumayɛfo a wɔwɔ ɔmantam no mu nim sɛ nnua a wɔtwa no rekɔ so no, wɔrepere denneennen sɛ wobegyina ano wɔ mmeae no."
id_mwxmklcwe0,Asɛm a ɛyɛ awerɛhoɔ yi sii Ɛbɔ da a ɛtɔ so 9 wɔ afe 2022 mu wɔ Aperadi ne Somanya kwan a ɛwɔ atɔeɛ mantam no mu no so.
id_i6drbyxd2j,"Sɛ wotumi sere yiye fi akoma mu a, ɛboa ma wunya adwene pa na adwinnwen nhyɛ wo so."
id_zc4lgrersu,Wᴐde wↄn ho bεtuee Gold Coast wᴐ 1598 de wᴐn ani sii nnwadwuma so.
id_yhvl8pumg6,"Ɔnam saa kwan yi so bɔɔ koko akuafo no amanneɛ sɛ, ""Ɛnsɛ sɛ motɔn koko mfuw ma galamseyfo ne mmofra a moadan wɔn ho aguadifo wɔ mo mfuw so no."
id_51ti774sm0,Amammuifo nyinaa rebɔ mmɔden sɛ wobebu nnipa hokwan ahorow
